day,day_label,week,week_label,mnth,mnth_label,qrtr,qrtr_label,ssn,ssn_label,year,year_label,woy,woy_label
20110911,2011年09月11日,W36_2011,09/05/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W36,36周
20110912,2011年09月12日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110913,2011年09月13日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110914,2011年09月14日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110915,2011年09月15日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110916,2011年09月16日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110917,2011年09月17日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110918,2011年09月18日,W37_2011,09/12/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W37,37周
20110919,2011年09月19日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110920,2011年09月20日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110921,2011年09月21日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110922,2011年09月22日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110923,2011年09月23日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110924,2011年09月24日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110925,2011年09月25日,W38_2011,09/19/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W38,38周
20110926,2011年09月26日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20110927,2011年09月27日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20110928,2011年09月28日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20110929,2011年09月29日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20110930,2011年09月30日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20111001,2011年10月01日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20111002,2011年10月02日,W39_2011,09/26/2011,M09_2011,2011年09月,Q03_2011,2011年03季度,H02_2011,2011下半年,Y2011,2011年,W39,39周
20111003,2011年10月03日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111004,2011年10月04日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111005,2011年10月05日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111006,2011年10月06日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111007,2011年10月07日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111008,2011年10月08日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111009,2011年10月09日,W40_2011,10/03/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W40,40周
20111010,2011年10月10日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111011,2011年10月11日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111012,2011年10月12日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111013,2011年10月13日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111014,2011年10月14日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111015,2011年10月15日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111016,2011年10月16日,W41_2011,10/10/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W41,41周
20111017,2011年10月17日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111018,2011年10月18日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111019,2011年10月19日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111020,2011年10月20日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111021,2011年10月21日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111022,2011年10月22日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111023,2011年10月23日,W42_2011,10/17/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W42,42周
20111024,2011年10月24日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111025,2011年10月25日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111026,2011年10月26日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111027,2011年10月27日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111028,2011年10月28日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111029,2011年10月29日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111030,2011年10月30日,W43_2011,10/24/2011,M10_2011,2011年10月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W43,43周
20111031,2011年10月31日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111101,2011年11月01日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111102,2011年11月02日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111103,2011年11月03日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111104,2011年11月04日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111105,2011年11月05日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111106,2011年11月06日,W44_2011,10/31/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W44,44周
20111107,2011年11月07日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111108,2011年11月08日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111109,2011年11月09日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111110,2011年11月10日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111111,2011年11月11日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111112,2011年11月12日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111113,2011年11月13日,W45_2011,11/07/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W45,45周
20111114,2011年11月14日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111115,2011年11月15日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111116,2011年11月16日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111117,2011年11月17日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111118,2011年11月18日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111119,2011年11月19日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111120,2011年11月20日,W46_2011,11/14/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W46,46周
20111121,2011年11月21日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111122,2011年11月22日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111123,2011年11月23日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111124,2011年11月24日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111125,2011年11月25日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111126,2011年11月26日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111127,2011年11月27日,W47_2011,11/21/2011,M11_2011,2011年11月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W47,47周
20111128,2011年11月28日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111129,2011年11月29日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111130,2011年11月30日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111201,2011年12月01日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111202,2011年12月02日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111203,2011年12月03日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111204,2011年12月04日,W48_2011,11/28/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W48,48周
20111205,2011年12月05日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111206,2011年12月06日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111207,2011年12月07日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111208,2011年12月08日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111209,2011年12月09日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111210,2011年12月10日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111211,2011年12月11日,W49_2011,12/05/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W49,49周
20111212,2011年12月12日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111213,2011年12月13日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111214,2011年12月14日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111215,2011年12月15日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111216,2011年12月16日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111217,2011年12月17日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111218,2011年12月18日,W50_2011,12/12/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W50,50周
20111219,2011年12月19日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111220,2011年12月20日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111221,2011年12月21日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111222,2011年12月22日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111223,2011年12月23日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111224,2011年12月24日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111225,2011年12月25日,W51_2011,12/19/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W51,51周
20111226,2011年12月26日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20111227,2011年12月27日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20111228,2011年12月28日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20111229,2011年12月29日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20111230,2011年12月30日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20111231,2011年12月31日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20120101,2012年01月01日,W52_2011,12/26/2011,M12_2011,2011年12月,Q04_2011,2011年04季度,H02_2011,2011下半年,Y2011,2011年,W52,52周
20120102,2012年01月02日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120103,2012年01月03日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120104,2012年01月04日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120105,2012年01月05日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120106,2012年01月06日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120107,2012年01月07日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120108,2012年01月08日,W01_2012,01/02/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W01,01周
20120109,2012年01月09日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120110,2012年01月10日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120111,2012年01月11日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120112,2012年01月12日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120113,2012年01月13日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120114,2012年01月14日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120115,2012年01月15日,W02_2012,01/09/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W02,02周
20120116,2012年01月16日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120117,2012年01月17日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120118,2012年01月18日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120119,2012年01月19日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120120,2012年01月20日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120121,2012年01月21日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120122,2012年01月22日,W03_2012,01/16/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W03,03周
20120123,2012年01月23日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120124,2012年01月24日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120125,2012年01月25日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120126,2012年01月26日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120127,2012年01月27日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120128,2012年01月28日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120129,2012年01月29日,W04_2012,01/23/2012,M01_2012,2012年01月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W04,04周
20120130,2012年01月30日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120131,2012年01月31日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120201,2012年02月01日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120202,2012年02月02日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120203,2012年02月03日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120204,2012年02月04日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120205,2012年02月05日,W05_2012,01/30/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W05,05周
20120206,2012年02月06日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120207,2012年02月07日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120208,2012年02月08日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120209,2012年02月09日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120210,2012年02月10日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120211,2012年02月11日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120212,2012年02月12日,W06_2012,02/06/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W06,06周
20120213,2012年02月13日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120214,2012年02月14日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120215,2012年02月15日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120216,2012年02月16日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120217,2012年02月17日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120218,2012年02月18日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120219,2012年02月19日,W07_2012,02/13/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W07,07周
20120220,2012年02月20日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120221,2012年02月21日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120222,2012年02月22日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120223,2012年02月23日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120224,2012年02月24日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120225,2012年02月25日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120226,2012年02月26日,W08_2012,02/20/2012,M02_2012,2012年02月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W08,08周
20120227,2012年02月27日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120228,2012年02月28日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120229,2012年02月29日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120301,2012年03月01日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120302,2012年03月02日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120303,2012年03月03日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120304,2012年03月04日,W09_2012,02/27/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W09,09周
20120305,2012年03月05日,W10_2012,03/05/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W10,10周
20120306,2012年03月06日,W10_2012,03/05/2012,M03_2012,2012年03月,Q01_2012,2012年01季度,H01_2012,2012上半年,Y2012,2012年,W10,10周
